21/11/2019;17:58:52;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:52.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:58:53;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:52.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:58:53;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:52.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:58:53;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:53.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:58:53;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:53.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:58:54;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:53.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:58:54;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:53.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:58:54;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:54.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:58:54;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:54.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:58:55;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:54.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:58:55;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:54.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:58:55;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:55.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:58:55;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:55.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:58:56;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:55.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:58:56;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:55.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:58:56;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:56.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:58:56;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:56.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:58:57;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:56.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:58:57;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:56.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:58:57;"	INCOMING MESSAGE from CAHRIM: publish#D5.2#userSays:[ yes it's very good music composition WhatsApp a user to play the guitar and I like to play it what do you think]"
21/11/2019;17:58:57;"	OUTCOMING MESSAGE to CKB: subscribed#D5.2#userSays:[ yes it's very good music composition WhatsApp a user to play the guitar and I like to play it what do you think]"
21/11/2019;17:58:57;"	OUTCOMING MESSAGE to CSPEM: subscribed#D5.2#userSays:[ yes it's very good music composition WhatsApp a user to play the guitar and I like to play it what do you think]"
21/11/2019;17:58:57;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:57.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:58:57;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:57.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:58:58;"	INCOMING MESSAGE from CKB: publish#D7.2#robotSays:[Ok, I understand&HOUSEOFTHERISINGSUN]"
21/11/2019;17:58:58;"	OUTCOMING MESSAGE to CAHRIM: subscribed#D7.2#robotSays:[Ok, I understand&HOUSEOFTHERISINGSUN]"
21/11/2019;17:58:58;"	INCOMING MESSAGE from CKB: publish#D7.2#robotSays:[Please tell me, I'd like to know more.  I know that you can get training in Indian classical music and dance. I was wondering, did you ever learn music as a child? &PLAYINGINSTRUMENT_question]"
21/11/2019;17:58:58;"	OUTCOMING MESSAGE to CAHRIM: subscribed#D7.2#robotSays:[Please tell me, I'd like to know more.  I know that you can get training in Indian classical music and dance. I was wondering, did you ever learn music as a child? &PLAYINGINSTRUMENT_question]"
21/11/2019;17:58:58;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:57.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:58:58;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:57.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:58:58;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:58.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:58:58;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:58.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:58:59;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:58.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:58:59;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:58.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:58:59;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:59.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:58:59;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:59.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:00;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:59.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:00;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:58:59.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:00;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:00.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:00;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:00.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:01;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:00.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:01;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:00.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:01;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:01.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:01;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:01.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:02;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:01.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:02;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:01.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:02;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:02.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:02;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:02.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:03;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:02.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:03;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:02.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:03;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:03.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:03;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:03.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:04;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:03.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:04;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:03.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:04;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:04.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:04;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:04.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:05;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:04.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:05;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:04.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:05;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:05.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:05;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:05.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:06;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:05.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:06;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:05.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:06;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:06.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:06;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:06.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:07;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:06.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:07;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:06.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:07;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:07.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:07;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:07.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:08;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:07.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:08;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:07.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:08;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:08.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:08;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:08.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:09;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:08.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:09;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:08.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:09;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:09.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:09;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:09.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:10;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:09.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:10;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:09.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:10;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:10.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:10;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:10.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:11;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:10.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:11;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:10.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:11;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:11.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:11;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:11.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:12;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:11.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:12;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:11.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:12;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:12.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:12;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:12.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:13;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:12.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:13;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:12.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:13;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:13.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:13;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:13.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:14;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:13.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:14;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:13.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:14;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:14.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:14;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:14.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:15;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:14.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:15;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:14.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:15;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:15.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:15;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:15.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:16;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:15.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:16;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:15.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:16;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:16.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:16;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:16.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:17;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:16.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:17;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:16.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:17;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:17.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:17;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:17.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:18;"	INCOMING MESSAGE from CAHRIM: publish#D5.2#userSays:[yes]"
21/11/2019;17:59:18;"	OUTCOMING MESSAGE to CKB: subscribed#D5.2#userSays:[yes]"
21/11/2019;17:59:18;"	OUTCOMING MESSAGE to CSPEM: subscribed#D5.2#userSays:[yes]"
21/11/2019;17:59:18;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:17.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:18;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:17.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:18;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:18.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:18;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:18.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:19;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:18.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:19;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:18.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:19;"	INCOMING MESSAGE from CKB: publish#D7.2#robotSays:[ Playing music is really beautiful &playinginstrument_positive]"
21/11/2019;17:59:19;"	OUTCOMING MESSAGE to CAHRIM: subscribed#D7.2#robotSays:[ Playing music is really beautiful &playinginstrument_positive]"
21/11/2019;17:59:19;"	INCOMING MESSAGE from CKB: publish#D7.2#robotSays:[ Please, tell me which instrument you played when a child, or if you preferred singing. &PLAYINGINSTRUMENT_wait]"
21/11/2019;17:59:19;"	OUTCOMING MESSAGE to CAHRIM: subscribed#D7.2#robotSays:[ Please, tell me which instrument you played when a child, or if you preferred singing. &PLAYINGINSTRUMENT_wait]"
21/11/2019;17:59:19;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:19.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:19;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:19.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:20;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:19.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:20;"	OUTCOMING MESSAGE to CSPEM: subscribed#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:19.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
21/11/2019;17:59:20;"	INCOMING MESSAGE from CAHRIM: publish#D6.3#[{(robot pepper-1)(time 2019-11-21 17:59:20.000)(gpos 1.21 -0.89 0.10)(spos ""n/a"")(act {(14 Running)})}]"
